Date,PM2.5 AQI Value,Main Pollutant,Site Name,Site ID,Source
09/05/2001,24,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/06/2001,26,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/07/2001,24,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/08/2001,36,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/09/2001,35,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/10/2001,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/11/2001,36,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/12/2001,41,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/13/2001,45,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/14/2001,55,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
09/15/2001,50,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/16/2001,30,,Portland - SE Lafayette,41-051-0080,AQS
09/17/2001,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/18/2001,26,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/19/2001,137,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
09/20/2001,44,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
09/21/2001,46,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/22/2001,35,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
09/23/2001,53,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
09/24/2001,55,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
09/25/2001,29,,Portland - SE Lafayette,41-051-0080,AQS
09/26/2001,24,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
09/27/2001,41,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
09/28/2001,41,,Portland - SE Lafayette,41-051-0080,AQS
09/29/2001,36,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
09/30/2001,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
10/01/2001,52,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
10/02/2001,49,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
10/03/2001,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
10/04/2001,42,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
10/05/2001,55,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
10/06/2001,39,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
10/07/2001,68,,Portland - SE Lafayette,41-051-0080,AQS
10/08/2001,39,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
10/09/2001,49,,Portland - SE Lafayette,41-051-0080,AQS
10/10/2001,51,,Portland - SE Lafayette,41-051-0080,AQS
10/11/2001,45,,Portland - SE Lafayette,41-051-0080,AQS
10/12/2001,38,,Portland - SE Lafayette,41-051-0080,AQS
10/13/2001,42,,Portland - SE Lafayette,41-051-0080,AQS
10/14/2001,32,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
10/15/2001,43,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
10/16/2001,60,,Portland - SE Lafayette,41-051-0080,AQS
10/17/2001,57,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
10/18/2001,84,,Portland - SE Lafayette,41-051-0080,AQS
10/19/2001,68,,Portland - SE Lafayette,41-051-0080,AQS
10/20/2001,55,,Portland - SE Lafayette,41-051-0080,AQS
10/21/2001,72,,Portland - SE Lafayette,41-051-0080,AQS
10/22/2001,35,,"CAMAS CITY HALL, 616 NE 4TH AVE, CAMAS, WA",53-011-0020,AQS
10/23/2001,48,,Portland - SE Lafayette,41-051-0080,AQS
10/24/2001,76,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
10/25/2001,58,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
10/26/2001,78,,Portland - SE Lafayette,41-051-0080,AQS
10/27/2001,66,,Portland - SE Lafayette,41-051-0080,AQS
10/28/2001,75,,Beaverton - Highland Park,41-067-0111,AQS
10/29/2001,82,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
10/30/2001,37,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
10/31/2001,42,,Portland - SE Lafayette,41-051-0080,AQS
11/01/2001,61,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
11/02/2001,76,,Portland - SE Lafayette,41-051-0080,AQS
11/03/2001,67,,Beaverton - Highland Park,41-067-0111,AQS
11/04/2001,57,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
11/05/2001,45,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
11/06/2001,69,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/07/2001,69,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/08/2001,76,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/09/2001,128,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
11/10/2001,99,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/11/2001,85,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/12/2001,90,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/13/2001,33,,Portland - SE Lafayette,41-051-0080,AQS
11/14/2001,18,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
11/15/2001,29,,Portland - SE Lafayette,41-051-0080,AQS
11/16/2001,57,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
11/17/2001,66,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
11/18/2001,69,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
11/19/2001,31,,Portland - SE Lafayette,41-051-0080,AQS
11/20/2001,30,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
11/21/2001,38,,Portland - SE Lafayette,41-051-0080,AQS
11/22/2001,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/23/2001,28,,Portland - SE Lafayette,41-051-0080,AQS
11/24/2001,36,,Portland - SE Lafayette,41-051-0080,AQS
11/25/2001,36,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/26/2001,52,,Portland - SE Lafayette,41-051-0080,AQS
11/27/2001,66,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/28/2001,18,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
11/29/2001,33,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
11/30/2001,22,,Portland - SE Lafayette,41-051-0080,AQS
12/01/2001,18,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/02/2001,26,,Portland - SE Lafayette,41-051-0080,AQS
12/03/2001,29,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/04/2001,18,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
12/05/2001,32,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
12/06/2001,46,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/07/2001,99,,Portland - SE Lafayette,41-051-0080,AQS
12/08/2001,52,,Portland - SE Lafayette,41-051-0080,AQS
12/09/2001,57,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
12/10/2001,29,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/11/2001,40,,Portland - SE Lafayette,41-051-0080,AQS
12/12/2001,31,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
12/13/2001,8,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
12/14/2001,26,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/15/2001,25,,Portland - SE Lafayette,41-051-0080,AQS
12/16/2001,13,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/17/2001,35,,Portland - SE Lafayette,41-051-0080,AQS
12/18/2001,31,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
12/19/2001,38,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
12/20/2001,29,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
12/21/2001,70,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
12/22/2001,37,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
12/23/2001,54,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/24/2001,59,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/25/2001,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/26/2001,58,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/27/2001,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/28/2001,50,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/29/2001,64,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/30/2001,73,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
12/31/2001,54,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/01/2002,29,,Portland - SE Lafayette,41-051-0080,AQS
01/02/2002,67,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
01/03/2002,75,,Portland - SE Lafayette,41-051-0080,AQS
01/04/2002,56,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/05/2002,68,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
01/06/2002,30,,Portland - SE Lafayette,41-051-0080,AQS
01/07/2002,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/08/2002,48,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
01/09/2002,67,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
01/10/2002,71,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
01/11/2002,80,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/12/2002,40,,Portland - SE Lafayette,41-051-0080,AQS
01/13/2002,59,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
01/14/2002,74,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/15/2002,120,,Portland - SE Lafayette,41-051-0080,AQS
01/16/2002,79,,Portland - SE Lafayette,41-051-0080,AQS
01/17/2002,78,,Portland - SE Lafayette,41-051-0080,AQS
01/18/2002,30,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
01/19/2002,19,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
01/20/2002,27,,"CAMAS CITY HALL, 616 NE 4TH AVE, CAMAS, WA",53-011-0020,AQS
01/21/2002,21,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/22/2002,29,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/23/2002,39,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
01/24/2002,12,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/25/2002,12,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/26/2002,29,,Portland - SE Lafayette,41-051-0080,AQS
01/27/2002,33,,Portland - SE Lafayette,41-051-0080,AQS
01/28/2002,56,,Portland - SE Lafayette,41-051-0080,AQS
01/29/2002,97,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
01/30/2002,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
01/31/2002,20,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/01/2002,59,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
02/02/2002,46,,Portland - SE Lafayette,41-051-0080,AQS
02/03/2002,47,,Portland - SE Lafayette,41-051-0080,AQS
02/04/2002,83,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
02/05/2002,62,,Portland - SE Lafayette,41-051-0080,AQS
02/06/2002,34,,Portland - SE Lafayette,41-051-0080,AQS
02/07/2002,25,,Portland - SE Lafayette,41-051-0080,AQS
02/08/2002,41,,Portland - SE Lafayette,41-051-0080,AQS
02/09/2002,28,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
02/10/2002,63,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
02/11/2002,61,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
02/12/2002,40,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/13/2002,63,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/14/2002,37,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
02/15/2002,23,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
02/16/2002,64,,Portland - SE Lafayette,41-051-0080,AQS
02/17/2002,74,,Portland - SE Lafayette,41-051-0080,AQS
02/18/2002,35,,Portland - SE Lafayette,41-051-0080,AQS
02/19/2002,46,,Portland - SE Lafayette,41-051-0080,AQS
02/20/2002,56,,Portland - SE Lafayette,41-051-0080,AQS
02/21/2002,21,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/22/2002,29,,Portland - SE Lafayette,41-051-0080,AQS
02/23/2002,16,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/24/2002,40,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/25/2002,37,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/26/2002,31,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/27/2002,41,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
02/28/2002,44,,Portland - SE Lafayette,41-051-0080,AQS
03/01/2002,74,,Portland - SE Lafayette,41-051-0080,AQS
03/02/2002,43,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
03/03/2002,63,,Portland - SE Lafayette,41-051-0080,AQS
03/04/2002,77,,Portland - SE Lafayette,41-051-0080,AQS
03/05/2002,43,,Portland - SE Lafayette,41-051-0080,AQS
03/06/2002,52,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
03/07/2002,44,,Portland - SE Lafayette,41-051-0080,AQS
03/08/2002,34,,Portland - SE Lafayette,41-051-0080,AQS
03/09/2002,51,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
03/10/2002,22,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/11/2002,20,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/12/2002,23,,Portland - SE Lafayette,41-051-0080,AQS
03/13/2002,21,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/14/2002,35,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/15/2002,35,,Portland - SE Lafayette,41-051-0080,AQS
03/16/2002,20,,Portland - SE Lafayette,41-051-0080,AQS
03/17/2002,36,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/18/2002,43,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
03/19/2002,35,,Portland - SE Lafayette,41-051-0080,AQS
03/20/2002,52,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
03/21/2002,29,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/22/2002,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/23/2002,40,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/24/2002,22,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/25/2002,51,,Portland - SE Lafayette,41-051-0080,AQS
03/26/2002,56,,Portland - SE Lafayette,41-051-0080,AQS
03/27/2002,45,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/28/2002,38,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/29/2002,25,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/30/2002,25,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
03/31/2002,25,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/01/2002,22,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/02/2002,35,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/03/2002,40,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/04/2002,53,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/05/2002,38,,Portland - SE Lafayette,41-051-0080,AQS
04/06/2002,18,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/07/2002,21,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/08/2002,48,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/09/2002,25,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/10/2002,20,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/11/2002,17,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/12/2002,17,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/13/2002,15,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/14/2002,28,,"CAMAS CITY HALL, 616 NE 4TH AVE, CAMAS, WA",53-011-0020,AQS
04/15/2002,26,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/16/2002,45,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/17/2002,32,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/18/2002,31,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/19/2002,40,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/20/2002,55,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/21/2002,52,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/22/2002,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/23/2002,33,,Portland - SE Lafayette,41-051-0080,AQS
04/24/2002,41,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/25/2002,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/26/2002,40,,Portland - SE Lafayette,41-051-0080,AQS
04/27/2002,27,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/28/2002,40,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
04/29/2002,37,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
04/30/2002,52,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/01/2002,48,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/02/2002,33,,Portland - SE Lafayette,41-051-0080,AQS
05/03/2002,35,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/04/2002,40,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/05/2002,20,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/06/2002,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/07/2002,22,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/08/2002,26,,Portland - SE Lafayette,41-051-0080,AQS
05/09/2002,33,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/10/2002,37,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
05/11/2002,41,,Portland - SE Lafayette,41-051-0080,AQS
05/12/2002,43,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/13/2002,30,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/14/2002,20,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
05/15/2002,28,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/16/2002,37,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/17/2002,25,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/18/2002,47,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/19/2002,45,,Portland - SE Lafayette,41-051-0080,AQS
05/20/2002,21,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/21/2002,22,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/22/2002,20,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/23/2002,30,,Portland - SE Lafayette,41-051-0080,AQS
05/24/2002,31,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/25/2002,40,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/26/2002,29,,Portland - SE Lafayette,41-051-0080,AQS
05/27/2002,21,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/28/2002,19,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/29/2002,18,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/30/2002,24,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
05/31/2002,34,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/01/2002,31,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/02/2002,27,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/03/2002,33,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/04/2002,28,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/05/2002,14,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/06/2002,14,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
06/07/2002,19,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/08/2002,22,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/09/2002,34,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/10/2002,40,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
06/11/2002,34,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/12/2002,48,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
06/13/2002,52,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/14/2002,32,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
06/15/2002,30,,"WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM",41-051-0246,AQS
06/16/2002,36,,Portland - SE Lafayette,41-051-0080,AQS
06/17/2002,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/18/2002,15,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/19/2002,27,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
06/20/2002,37,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/21/2002,44,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/22/2002,35,,Portland - SE Lafayette,41-051-0080,AQS
06/23/2002,22,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/24/2002,25,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/25/2002,38,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
06/26/2002,32,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/27/2002,17,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/28/2002,16,,Portland - SE Lafayette,41-051-0080,AQS
06/29/2002,16,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
06/30/2002,23,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/01/2002,20,,Portland - SE Lafayette,41-051-0080,AQS
07/02/2002,25,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
07/03/2002,19,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
07/04/2002,106,,VACANT LOT SURROUNDED BY RESIDENCES,41-067-1003,AQS
07/05/2002,43,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/06/2002,38,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/07/2002,48,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/08/2002,18,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
07/09/2002,34,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
07/10/2002,47,,Portland - SE Lafayette,41-051-0080,AQS
07/11/2002,34,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/12/2002,45,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/13/2002,43,,Portland - SE Lafayette,41-051-0080,AQS
07/14/2002,26,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/15/2002,31,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/16/2002,26,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/17/2002,28,,SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,41-051-0244,AQS
07/18/2002,24,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
07/19/2002,18,,Portland - SE Lafayette,41-051-0080,AQS
07/20/2002,25,,VANCOUVER - 4TH PL BLVD E,53-011-0013,AQS
